8349,2009年8月31日,153,153,156,151,112000
8350,2009年8月31日,206,209,209,203,133000
8354,2009年8月31日,416,413,428,410,3999000
8355,2009年8月31日,964,968,994,959,2379000
8356,2009年8月31日,346,350,357,343,733000
8358,2009年8月31日,909,912,929,903,1248000
8359,2009年8月31日,536,535,544,529,1504000
8360,2009年8月31日,503,504,510,500,226000
8361,2009年8月31日,375,374,378,368,1830000
8362,2009年8月31日,307,314,314,307,283000
8363,2009年8月31日,355,361,364,351,464000
8364,2009年8月31日,3670,3740,3760,3670,9700
8366,2009年8月31日,595,594,605,587,491000
8367,2009年8月31日,539,549,558,539,424000
8368,2009年8月31日,482,488,495,480,663000
8369,2009年8月31日,901,900,916,891,1354000
8374,2009年8月31日,340,337,341,331,124000
8377,2009年8月31日,235,233,242,230,4414000
8379,2009年8月31日,398,397,406,394,1418000
8381,2009年8月31日,860,863,873,851,480000
8382,2009年8月31日,1257,1249,1267,1242,471000
8383,2009年8月31日,259,262,263,258,84000
8385,2009年8月31日,921,914,929,907,841000
8386,2009年8月31日,455,460,464,450,507000
8387,2009年8月31日,349,350,352,344,119000
8388,2009年8月31日,554,557,560,551,445000
8390,2009年8月31日,749,752,764,745,415000
8392,2009年8月31日,415,399,418,398,2295000
8393,2009年8月31日,385,391,394,385,170000
8394,2009年8月31日,597,601,610,596,378000
8395,2009年8月31日,318,319,325,315,294000
8396,2009年8月31日,300,303,308,299,127000
8397,2009年8月31日,3670,3670,3730,3660,14100
8398,2009年8月31日,405,410,410,401,19000
8399,2009年8月31日,1281,1291,1299,1273,149900
8403,2009年8月31日,578,564,587,557,16422000
8404,2009年8月31日,121,118,123,118,12479000
8409,2009年8月31日,2775,2770,2785,2720,16500
8410,2009年8月31日,236300,237200,239400,235200,5723
8411,2009年8月31日,231,225,235,225,334375200
8415,2009年8月31日,118,120,121,118,825000
8416,2009年8月31日,82,82,82,81,78000
8418,2009年8月31日,1100,1065,1108,1053,907000
8423,2009年8月31日,11650,11510,11950,11510,1147
8424,2009年8月31日,2105,2085,2150,2055,84900
8425,2009年8月31日,1383,1391,1404,1333,200200
8426,2009年8月31日,2720,2770,2790,2700,1202
8439,2009年8月31日,1074,1066,1113,1061,412900
8462,2009年8月31日,14800,16000,16000,14500,93
8473,2009年8月31日,21380,21140,21990,20690,254971
8489,2009年8月31日,115,113,115,110,20700
8508,2009年8月31日,236,235,241,230,54400
8511,2009年8月31日,783,756,787,747,751300
8512,2009年8月31日,222,218,224,217,37000
8514,2009年8月31日,58,53,58,52,46000
8515,2009年8月31日,283,281,293,274,27348750
8518,2009年8月31日,71,69,72,68,1080000
8519,2009年8月31日,261,261,266,254,91400
8520,2009年8月31日,84,85,85,83,43900
8521,2009年8月31日,212,210,213,207,153000
8522,2009年8月31日,418,425,427,417,570000
8527,2009年8月31日,8560,8620,8630,8410,16000
8528,2009年8月31日,42,42,43,41,104000
8529,2009年8月31日,234,234,239,233,113000
8530,2009年8月31日,292,294,294,291,102000
8536,2009年8月31日,215,215,217,214,98000
8537,2009年8月31日,275,283,283,275,40000
8540,2009年8月31日,350,350,350,350,3000
8541,2009年8月31日,266,268,271,265,177000
8542,2009年8月31日,226,224,228,223,51000
8543,2009年8月31日,136,135,139,134,179000
8544,2009年8月31日,506,508,518,501,435000
8545,2009年8月31日,152,154,154,151,269000
8550,2009年8月31日,492,497,503,490,293000
8551,2009年8月31日,2800,2925,2950,2800,51800
8552,2009年8月31日,94,95,95,93,98000
8554,2009年8月31日,285,289,289,280,8000
8556,2009年8月31日,397,403,403,393,201000
8558,2009年8月31日,66,64,67,64,1039000
8559,2009年8月31日,112,116,116,112,12000
8561,2009年8月31日,494,490,498,485,89000
8562,2009年8月31日,64,64,65,63,738000
8563,2009年8月31日,90,90,91,88,501000
8564,2009年8月31日,486,483,494,474,3261480
8566,2009年8月31日,2060,2050,2075,2015,146700
8570,2009年8月31日,1074,1059,1095,1043,759600
8571,2009年8月31日,43,42,44,42,454700
8572,2009年8月31日,1950,1946,1996,1895,615800
8574,2009年8月31日,935,902,945,894,2155350
8577,2009年8月31日,28,27,29,27,1128400
8584,2009年8月31日,241,241,246,235,513000
8585,2009年8月31日,104,101,106,100,2730500
8586,2009年8月31日,1374,1333,1390,1318,582300
8589,2009年8月31日,91,91,92,88,641500
8591,2009年8月31日,7240,7120,7450,6980,6970000
8593,2009年8月31日,3030,2990,3050,2935,423760
8595,2009年8月31日,3270,3150,3320,3090,570300
8601,2009年8月31日,572,567,579,561,28452000
8604,2009年8月31日,842,820,850,812,54306100
8606,2009年8月31日,363,361,368,346,8615000
8607,2009年8月31日,110,109,112,108,1252000
8609,2009年8月31日,464,470,472,458,535000
8613,2009年8月31日,646,639,653,631,146200
8614,2009年8月31日,228,225,233,220,527000
8616,2009年8月31日,338,339,346,330,1086000
8617,2009年8月31日,111,111,114,111,76000
8622,2009年8月31日,260,257,266,254,256000
8624,2009年8月31日,663,662,673,648,169700
8625,2009年8月31日,199,198,202,192,188000
8628,2009年8月31日,868,861,882,854,1938000
8634,2009年8月31日,4100,4180,4180,4000,100
8648,2009年8月31日,1699,1699,1700,1621,50310
8657,2009年8月31日,1910,2000,2120,1860,6140
8682,2009年8月31日,1240,1240,1240,1240,500
8685,2009年8月31日,4690,4180,4690,4180,252987
8686,2009年8月31日,3760,3800,3840,3760,1450
8692,2009年8月31日,528,514,529,514,79000
8697,2009年8月31日,422000,424000,428000,417000,1171
8698,2009年8月31日,40400,39700,40700,39150,9378
8699,2009年8月31日,409,381,409,380,48800
8700,2009年8月31日,60,60,62,59,54000
8702,2009年8月31日,139,139,139,137,400
8703,2009年8月31日,116900,116000,116900,114900,6372
8704,2009年8月31日,7590,8070,8080,7550,354
8705,2009年8月31日,194,197,198,194,2200
8706,2009年8月31日,745,720,748,700,243200
8707,2009年8月31日,859,847,875,841,36900
8708,2009年8月31日,232,230,234,226,21900
8709,2009年8月31日,32700,33300,33300,32200,54
8710,2009年8月31日,502,477,502,462,2185350
8711,2009年8月31日,525,520,528,508,24000
8725,2009年8月31日,2675,2685,2745,2625,3136600
8728,2009年8月31日,23400,23500,23700,23060,97
8729,2009年8月31日,285900,283400,288000,279800,8134
8732,2009年8月31日,50500,49750,50700,48850,4781
8734,2009年8月31日,22540,23000,23400,22540,45
8737,2009年8月31日,68,65,69,63,89000
8738,2009年8月31日,520,521,523,517,21500
8739,2009年8月31日,14550,14500,14550,13510,3524
8740,2009年8月31日,180,180,183,180,900
8742,2009年8月31日,336,335,341,332,6500
8744,2009年8月31日,286,288,288,286,21600
8746,2009年8月31日,291,290,291,282,2800
8747,2009年8月31日,378,369,378,369,5000
8749,2009年8月31日,293,293,294,291,21500
8754,2009年8月31日,583,582,603,576,4973000
8755,2009年8月31日,647,640,657,630,8260000
8759,2009年8月31日,476,471,487,464,1147000
8761,2009年8月31日,468,459,476,453,1578000
8763,2009年8月31日,132,127,133,126,4038000
8766,2009年8月31日,2790,2810,2850,2755,4701200
8767,2009年8月31日,80400,77800,80400,77800,35
8769,2009年8月31日,7200,6900,7330,6900,290
8771,2009年8月31日,266000,268000,268000,264000,33
8772,2009年8月31日,100000,100900,101700,99000,203
8783,2009年8月31日,30000,29500,30000,29500,8
8787,2009年8月31日,338,338,338,335,3500
8789,2009年8月31日,3790,3900,3990,3760,2915
8793,2009年8月31日,1449,1440,1472,1421,58100
8795,2009年8月31日,2815,2795,2900,2765,2753250
8798,2009年8月31日,59200,59900,60000,59000,85
8801,2009年8月31日,1806,1753,1828,1737,10184000
8802,2009年8月31日,1577,1533,1589,1514,14366000
8803,2009年8月31日,326,335,337,322,1454000
8804,2009年8月31日,554,553,565,536,14250000
8806,2009年8月31日,845,842,870,835,151600
8809,2009年8月31日,716,715,733,706,96400
8810,2009年8月31日,1701,1760,1760,1701,6800
8815,2009年8月31日,449,445,454,432,16117000
8818,2009年8月31日,491,477,493,477,51200
8821,2009年8月31日,5100,4870,5110,4860,1100
8830,2009年8月31日,2030,1946,2040,1920,12352000
8833,2009年8月31日,538,538,560,522,45300
8835,2009年8月31日,83,84,86,82,559000
8836,2009年8月31日,4,4,4,3,1107000
8838,2009年8月31日,301,300,309,285,217000
8840,2009年8月31日,246,246,256,230,52954000
8841,2009年8月31日,452,434,462,426,580500
8842,2009年8月31日,387,384,387,383,22000
8844,2009年8月31日,79,93,122,69,49173000
8848,2009年8月31日,854,851,868,837,1065300
8850,2009年8月31日,350,350,355,334,23000
8851,2009年8月31日,90,85,90,85,13000
8854,2009年8月31日,200,194,208,192,15000
8860,2009年8月31日,361,352,367,345,66100
8864,2009年8月31日,549,543,555,536,90400
8866,2009年8月31日,251,261,261,251,1200
8869,2009年8月31日,666,680,681,660,74300
8870,2009年8月31日,3990,4030,4050,3990,135030
8871,2009年8月31日,2700,2770,2815,2700,393270
8872,2009年8月31日,904,895,904,892,12100
8875,2009年8月31日,830,843,851,799,421800
8876,2009年8月31日,1180,1190,1195,1179,23500
8877,2009年8月31日,1320,1290,1333,1267,84200
8879,2009年8月31日,842,835,855,832,247300
8880,2009年8月31日,1650,1589,1650,1581,143200
8881,2009年8月31日,511,486,514,476,283000
8887,2009年8月31日,85000,86800,87000,83600,168
8889,2009年8月31日,4780,4720,5100,4450,25273
8890,2009年8月31日,24690,25000,25800,24000,2705
8891,2009年8月31日,120000,126500,126500,119900,68
8892,2009年8月31日,6440,7440,7440,6050,37582
8893,2009年8月31日,68,71,71,68,425300
8894,2009年8月31日,90,89,91,86,168200
8895,2009年8月31日,805,794,805,755,889800
8897,2009年8月31日,353,342,354,320,1110700
8898,2009年8月31日,290000,299000,299000,290000,5
8900,2009年8月31日,400,427,435,381,468739
8903,2009年8月31日,82000,83800,83800,82000,25
8904,2009年8月31日,82000,80300,82000,78000,912
8905,2009年8月31日,2270,2190,2290,2170,614700
8907,2009年8月31日,9600,10950,12370,9100,94313
8908,2009年8月31日,333,338,339,331,3600
8909,2009年8月31日,13210,13400,13500,12900,52
8910,2009年8月31日,2420,2445,2460,2365,9323
8912,2009年8月31日,2420,2390,2560,2220,2647
8913,2009年8月31日,1000,1229,1270,970,1272071
8914,2009年8月31日,7330,7330,7460,6960,23921
8915,2009年8月31日,62300,61300,62700,58500,1145
8917,2009年8月31日,584,560,584,550,46300
8918,2009年8月31日,95,89,95,88,398600
8919,2009年8月31日,279,262,280,256,35200
8920,2009年8月31日,603,610,610,603,800
8922,2009年8月31日,14300,14000,14600,13890,1360
8923,2009年8月31日,33500,35100,35600,32950,3031
8924,2009年8月31日,79600,82200,84100,77500,13028
8925,2009年8月31日,1297,1363,1363,1108,660407
8927,2009年8月31日,164,176,196,159,659800
8928,2009年8月31日,209,201,209,200,55000
8929,2009年8月31日,34450,33600,34450,32000,323
8931,2009年8月31日,304,315,315,304,22500
8933,2009年8月31日,91500,90800,93100,90100,19115
8934,2009年8月31日,26500,25970,26800,25350,982
8935,2009年8月31日,350,350,354,341,12400
8938,2009年8月31日,62500,60500,62500,57000,46
8939,2009年8月31日,229,232,235,226,95600
8940,2009年8月31日,88500,83600,88500,80100,317
8944,2009年8月31日,29200,29100,29800,28900,566
8945,2009年8月31日,72500,72500,73200,72100,11
8946,2009年8月31日,17800,18100,18480,17000,160
8951,2009年8月31日,824000,808000,824000,806000,3743
8952,2009年8月31日,764000,753000,764000,751000,1934
8953,2009年8月31日,495000,497000,502000,493000,2172
8954,2009年8月31日,483000,485000,492000,478000,1158
8955,2009年8月31日,221100,219200,223800,217200,1406
8956,2009年8月31日,394000,398000,403000,391000,477
8957,2009年8月31日,525000,526000,534000,518000,745
8958,2009年8月31日,712000,699000,712000,693000,1592
8959,2009年8月31日,630000,633000,646000,626000,2221
8960,2009年8月31日,514000,520000,528000,510000,947
8961,2009年8月31日,759000,749000,759000,746000,361
8962,2009年8月31日,235100,235500,237900,231700,1435
8963,2009年8月31日,111800,112100,113400,110100,277
8964,2009年8月31日,658000,667000,669000,650000,1368
8966,2009年8月31日,152000,153100,157000,152000,554
8967,2009年8月31日,639000,642000,648000,635000,477
8968,2009年8月31日,494000,497000,500000,487000,315
8969,2009年8月31日,116600,112500,116600,111700,781
8970,2009年8月31日,106900,105500,107100,103100,278
8972,2009年8月31日,350000,344000,350000,340000,1143
8973,2009年8月31日,248500,243800,249500,240000,1100
8974,2009年8月31日,149900,149500,150000,146800,722
8975,2009年8月31日,213300,213000,217000,208800,67
8976,2009年8月31日,297000,294400,297900,292000,1049
8977,2009年8月31日,441000,433000,441000,425000,294
8978,2009年8月31日,371000,378000,380000,368000,459
8979,2009年8月31日,102000,105000,105000,102000,318
8980,2009年8月31日,91000,91600,94000,90700,204
8981,2009年8月31日,141200,139000,141200,137000,1039
8982,2009年8月31日,386000,402000,406000,385000,905
8983,2009年8月31日,106100,104000,107200,101000,440
8984,2009年8月31日,370000,387000,394000,364000,349
8985,2009年8月31日,169800,170100,171000,166000,198
8986,2009年8月31日,104900,104100,106000,103300,325
8987,2009年8月31日,461000,456000,464000,454000,449
8992,2009年8月31日,38650,39600,40500,38300,136
8995,2009年8月31日,41250,40750,41500,40650,49
8996,2009年8月31日,21690,20580,22000,20190,71
8997,2009年8月31日,47300,46900,47300,46100,10
8998,2009年8月31日,55000,54000,55000,51000,4
8999,2009年8月31日,40100,39500,40500,38950,511
